ID,NOM,VILLE,ETAT,LATITUDE,LONGITUDE,A_DISTANCE_SEULEMENT,NOMBRE_ETUDIANTS,AGE_ENTREE,COUT_MOYEN_ANNEE_ACADEMIE,TAUX_ADMISSION,DEFAUT_PAIEMENT_2ANNEES,DEFAUT_PAIEMENT_3ANNEES
100200,Alabama A & M University,Normal,AL,34.783368,-86.568502,0.0,1368,20.283741368,22489.0,0.8986,0.114,0.182
105200,University of Alabama at Birmingham,Birmingham,AL,33.505697,-86.799345,0.0,2730,23.60797466,24347.0,0.9211,0.06,0.057
2503400,Amridge University,Montgomery,AL,32.362609,-86.17401,1.0,135,33.672297297,17680.0,,0.071,0.11
105500,University of Alabama in Huntsville,Huntsville,AL,34.724557,-86.640449,0.0,1175,22.727919632,23441.0,0.8087,0.077,0.059
100500,Alabama State University,Montgomery,AL,32.364317,-86.295677,0.0,1281,20.130990415,21476.0,0.9774,0.132,0.203
105100,The University of Alabama,Tuscaloosa,AL,33.211875,-87.545978,0.0,4928,21.137701396,29424.0,0.5906,0.066,0.051
100700,Central Alabama Community College,Alexander City,AL,32.92478,-85.945266,0.0,619,23.071028037,8824.0,,0.204,0.196
100800,Athens State University,Athens,AL,34.806793,-86.964698,0.0,859,30.384765625,,,0.067,0.075
831000,Auburn University at Montgomery,Montgomery,AL,32.36736,-86.177544,0.0,1175,22.199804114,18291.0,0.9281,0.09,0.104
100900,Auburn University,Auburn,AL,32.599378,-85.488258,0.0,3032,20.516795866,31282.0,0.7543,0.045,0.036
101200,Birmingham-Southern College,Birmingham,AL,33.513774,-86.850552,0.0,208,19.64479638,52176.0,0.5666,0.085,0.048
1218200,Chattahoochee Valley Community College,Phenix City,AL,32.42391,-85.031485,0.0,766,24.81025641,8750.0,,0.096,0.15
1303906,South University-Montgomery,Montgomery,AL,32.342684,-86.216488,0.0,9358,30.001843187,29309.0,,0.174,0.116
101500,Enterprise State Community College,Enterprise,AL,31.297496,-85.836956,0.0,647,23.948815166,9262.0,,0.177,0.179
106000,Coastal Alabama Community College,Bay Minette,AL,30.851343,-87.778193,0.0,2754,23.501064801,12008.0,,0.119,0.177
100300,Faulkner University,Montgomery,AL,32.384181,-86.21641,0.0,950,28.260475651,33944.0,0.5227,0.077,0.125
101700,Gadsden State Community College,Gadsden,AL,33.994001,-85.991438,0.0,1529,23.64507772,10098.0,,0.142,
4187200,New Beginning College of Cosmetology,Albertville,AL,34.27871,-86.196931,0.0,81,23.460176991,,,,0.065
101800,George C Wallace Community College-Dothan,Dothan,AL,31.315274,-85.465836,0.0,1407,23.866083755,9564.0,,0.0,
787100,George C Wallace State Community College-Hanceville,Hanceville,AL,34.072439,-86.781935,0.0,1726,23.447604328,10252.0,,0.165,0.142
569900,George C Wallace State Community College-Selma,Selma,AL,32.445917,-87.013294,0.0,644,22.870995671,13788.0,,0.0,
962107,Herzing University-Birmingham,Birmingham,AL,33.468466,-86.832465,0.0,4088,31.289940828,26128.0,0.95,0.117,0.127
101900,Huntingdon College,Montgomery,AL,32.351034,-86.284366,0.0,331,23.017751479,35685.0,0.5841,0.078,0.098
2199700,Heritage Christian University,Florence,AL,34.856153,-87.663051,0.0,10,28.72,,,0.133,0.181
526000,J. F. Drake State Community and Technical College,Huntsville,AL,34.771858,-86.572885,0.0,463,27.254901961,11123.0,,0.0,
3002500,J F Ingram State Technical College,Deatsville,AL,32.582312,-86.392369,0.0,,36.403669725,5580.0,,,
102000,Jacksonville State University,Jacksonville,AL,33.822938,-85.765321,0.0,1663,22.62058319,20050.0,0.543,0.077,0.098
102200,Jefferson State Community College,Birmingham,AL,33.652535,-86.707233,0.0,2209,24.418235877,13284.0,,0.116,0.138
101300,John C Calhoun State Community College,Tanner,AL,34.645844,-86.949674,0.0,2517,23.856652164,9848.0,,0.186,0.168
102300,Judson College,Marion,AL,32.629253,-87.315206,0.0,189,28.406483791,31735.0,0.482,0.067,0.177
105900,Lawson State Community College,Birmingham,AL,33.450814,-86.888844,0.0,1280,23.384028892,13735.0,,0.0,
102400,University of West Alabama,Livingston,AL,32.588132,-88.186329,0.0,555,22.259482759,20692.0,0.3966,0.064,0.078
898800,Lurleen B Wallace Community College,Andalusia,AL,31.322947,-86.452262,0.0,542,22.778191985,14136.0,,0.0,
102600,Marion Military Institute,Marion,AL,32.623734,-87.322041,0.0,206,19.670212766,18568.0,0.5646,0.138,0.093
102800,Miles College,Fairfield,AL,33.482442,-86.908751,0.0,753,21.322740113,22828.0,,0.219,0.111
102900,University of Mobile,Mobile,AL,30.793247,-88.128934,0.0,423,23.917989418,35463.0,0.4704,0.024,0.096
100400,University of Montevallo,Montevallo,AL,33.10625,-86.865099,0.0,619,21.02364532,24411.0,0.4848,0.071,0.073
569700,Northwest-Shoals Community College,Muscle Shoals,AL,34.739788,-87.678089,0.0,1139,23.102762967,12255.0,,0.188,0.23
101600,University of North Alabama,Florence,AL,34.806738,-87.681361,0.0,1301,21.425309598,18712.0,0.6434,0.101,0.116
103100,Northeast Alabama Community College,Rainsville,AL,34.545471,-85.911664,0.0,758,22.996347699,8840.0,,0.171,0.121
103300,Oakwood University,Huntsville,AL,34.756344,-86.652705,0.0,430,21.73015873,36361.0,0.6589,0.077,0.104
569200,Reid State Technical College,Evergreen,AL,31.460265,-86.964797,0.0,211,25.61852861,8958.0,,0.0,
103000,Bishop State Community College,Mobile,AL,30.693972,-88.056982,0.0,1439,24.325904121,10155.0,,0.0,
103600,Samford University,Birmingham,AL,33.464128,-86.791799,0.0,454,21.151869159,46474.0,0.8208,0.013,0.029
4067300,Selma University,Selma,AL,32.420387,-87.032392,0.0,154,27.305084746,15822.0,,0.069,0.342
569100,Shelton State Community College,Tuscaloosa,AL,33.120531,-87.56148,0.0,1379,22.368530885,12070.0,,0.0,
103800,Snead State Community College,Boaz,AL,34.201495,-86.169897,0.0,896,23.65647365,11073.0,,0.0,0.205
105700,University of South Alabama,Mobile,AL,30.696033,-88.178711,0.0,2781,21.947266881,19835.0,0.7931,0.048,0.084
104100,Spring Hill College,Mobile,AL,30.694751,-88.138199,0.0,322,19.902140673,51969.0,0.6577,0.055,0.059
104400,Stillman College,Tuscaloosa,AL,33.200006,-87.585278,0.0,300,21.027729636,21314.0,0.3859,0.149,0.231
104600,Talladega College,Talladega,AL,33.433472,-86.112704,0.0,424,21.151639344,22514.0,,0.212,0.235
573400,H Councill Trenholm State Community College,Montgomery,AL,32.350109,-86.343057,0.0,427,24.243680485,12383.0,,0.0,
104700,Troy University,Troy,AL,31.800672,-85.957094,0.0,3380,25.749796913,19180.0,0.8767,0.093,0.098
105000,Tuskegee University,Tuskegee,AL,32.4309,-85.708492,0.0,626,19.723193916,39383.0,0.5182,0.091,0.135
2170600,United States Sports Academy,Daphne,AL,30.639329,-87.91163,0.0,53,31.901408451,,,0.038,0.061
573300,Bevill State Community College,Jasper,AL,33.836929,-87.266406,0.0,1157,23.368186323,13681.0,,0.0,
1146200,University of Alaska Anchorage,Anchorage,AK,61.190163,-149.82619,0.0,2517,25.107503075,19942.0,0.8115,0.082,0.105
884300,Alaska Bible College,Palmer,AK,61.598553,-149.111972,0.0,PrivacySuppressed,24.6,24759.0,,0.0,0.1
106300,University of Alaska Fairbanks,Fairbanks,AK,64.85756,-147.823146,0.0,1132,25.450308815,18510.0,0.7611,0.089,0.107
106500,University of Alaska Southeast,Juneau,AK,58.384846,-134.638255,0.0,301,26.966861598,16853.0,0.6333,0.093,0.098
106100,Alaska Pacific University,Anchorage,AK,61.190968,-149.804168,0.0,66,25.582191781,34990.0,0.8425,0.047,0.05
3160300,Alaska Vocational Technical Center,Seward,AK,60.110626,-149.444487,0.0,88,26.168539326,,,0.085,0.072
2576900,Charter College,Vancouver,WA,45.617798,-122.494766,0.0,2477,28.032747119,35613.0,1.0,0.108,0.131
2541000,Alaska Career College,Anchorage,AK,61.181443,-149.856954,0.0,373,27.038461538,,,0.135,0.186
966403,Empire Beauty School-Tucson,Tucson,AZ,32.235657,-110.927187,0.0,1134,25.784892446,,,0.09,0.12
2100600,Carrington College-Phoenix North,Phoenix,AZ,33.561689,-112.116105,0.0,2513,26.396436526,,0.8951,0.154,0.181
2100611,Carrington College-Mesa,Mesa,AZ,33.39248,-111.853218,0.0,2513,26.396436526,,,0.154,0.181
2100607,Carrington College-Tucson,Tucson,AZ,32.224391,-110.983056,0.0,2513,26.396436526,,0.8736,0.154,0.181
3120300,CollegeAmerica-Flagstaff,Flagstaff,AZ,35.194495,-111.657673,0.0,590,27.921135647,32164.0,,0.238,0.185
886400,Arizona Academy of Beauty-East,Tucson,AZ,32.237253,-110.872305,0.0,33,28.580357143,,,0.122,0.057
2306807,Platt College-Arizona Automotive Institute Arizona,Glendale,AZ,33.537249,-112.157344,0.0,8190,28.234111896,,,0.306,0.255
2218800,Brookline College-Phoenix,Phoenix,AZ,33.566102,-112.112473,0.0,1737,29.244757773,,,0.13,0.206
108100,Arizona State University-Tempe,Tempe,AZ,33.417721,-111.934383,0.0,18439,24.7478311,25621.0,0.8478,0.071,0.062
107100,Arizona Western College,Yuma,AZ,32.689306,-114.495968,0.0,2304,23.218195266,15407.0,,0.177,0.183
108300,University of Arizona,Tucson,AZ,32.232672,-110.950815,0.0,6505,21.308737695,26712.0,0.8442,0.054,0.06
2491500,Southwest University of Visual Arts-Tucson,Tucson,AZ,32.252879,-110.927265,0.0,61,23.594059406,35552.0,,0.238,0.196
728300,Central Arizona College,Coolidge,AZ,32.957092,-111.652501,0.0,1828,25.708389262,10680.0,,0.161,0.21
2280500,Charles of Italy Beauty College,Lake Havasu City,AZ,34.477485,-114.332686,0.0,47,28.342105263,,,0.118,0.111
107200,Cochise County Community College District,Sierra Vista,AZ,31.564597,-110.246946,0.0,937,24.1831972,11589.0,,0.085,0.068
1054207,Empire Beauty School-Flagstaff,Flagstaff,AZ,35.197151,-111.625936,0.0,1252,25.591809181,,,0.108,0.133
1054208,Empire Beauty School-Chandler,Chandler,AZ,33.347586,-111.860423,0.0,1252,25.591809181,,,0.108,0.133
2582700,Cortiva Institute-Tucson,Tucson,AZ,32.21901,-110.856785,0.0,245,29.861313869,,,0.069,
1085800,Avalon School of Cosmetology-Mesa,Mesa,AZ,33.376583,-111.858305,0.0,597,24.928737413,,,0.129,0.161
107300,Eastern Arizona College,Thatcher,AZ,32.843664,-109.76234,0.0,765,24.151447661,12647.0,,0.0,
147902,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,34.616766,-112.449741,0.0,3229,25.385231459,51036.0,0.6723,0.037,0.042
2533200,School of Architecture at Taliesin,Scottsdale,AZ,33.607097,-111.845411,0.0,PrivacySuppressed,,,,0.0,0.0
107600,Glendale Community College,Glendale,AZ,33.570226,-112.190735,0.0,4517,24.81320098,11843.0,,0.139,0.162
107400,Grand Canyon University,Phoenix,AZ,33.513231,-112.129929,0.0,18172,31.015651921,31248.0,0.732,0.125,0.056
830300,GateWay Community College,Phoenix,AZ,33.449686,-111.997077,0.0,1659,27.913286713,12180.0,,0.132,0.157
107700,Mesa Community College,Mesa,AZ,33.390323,-111.871255,0.0,4956,25.266043128,12362.0,,0.14,0.167
1186400,Mohave Community College,Kingman,AZ,35.270996,-114.029838,0.0,974,27.525912839,12854.0,,0.249,0.148
2100500,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,33.684428,-112.121336,0.0,3623,25.004655029,,,0.137,0.144
824600,Dine College,Tsaile,AZ,36.293328,-109.21684,0.0,383,24.198358413,11550.0,,0.0,
108200,Northern Arizona University,Flagstaff,AZ,35.188449,-111.653724,0.0,6571,24.125097428,26748.0,0.8262,0.082,0.066
1186200,Northland Pioneer College,Holbrook,AZ,34.93031,-110.142199,0.0,404,26.976676385,13819.0,,0.0,
193701,Ottawa University-Phoenix,Phoenix,AZ,33.572173,-112.113001,0.0,799,29.532679739,,,0.06,0.068
107800,Phoenix College,Phoenix,AZ,33.481361,-112.088293,0.0,3214,25.673577083,12075.0,,0.139,0.178
2623800,Cortiva Institute-Scottsdale,Scottsdale,AZ,33.466153,-111.90807,0.0,83,30.230769231,,,0.107,
726600,Pima Community College,Tucson,AZ,32.222125,-110.886659,0.0,4876,24.66969086,8853.0,,0.149,0.186
2217100,Pima Medical Institute-Tucson,Tucson,AZ,32.248067,-110.878783,0.0,6853,26.641976266,,,0.062,0.07
2217103,Pima Medical Institute-Albuquerque,Albuquerque,NM,35.104855,-106.59488,0.0,6853,26.641976266,,,0.062,0.07
2065300,Prescott College,Prescott,AZ,34.5452,-112.477185,0.0,126,27.980676329,41957.0,0.9516,0.043,0.069
1168900,Refrigeration School Inc,Phoenix,AZ,33.448692,-111.989357,0.0,562,30.48436019,,,0.088,0.085
2177500,Rio Salado College,Tempe,AZ,33.413309,-111.97417,0.0,3534,30.17698328,10942.0,,0.187,0.18
2113800,Roberto-Venn School of Luthiery,Phoenix,AZ,33.45489,-112.086161,0.0,39,27.5,,,0.027,0.07
830400,Scottsdale Community College,Scottsdale,AZ,33.51135,-111.885186,0.0,1565,25.550996483,12661.0,,0.118,0.146
2146600,South Mountain Community College,Phoenix,AZ,33.382406,-112.032635,0.0,1208,25.049096804,11975.0,,0.198,0.206
711300,Arizona Christian University,Glendale,AZ,33.622952,-112.181776,0.0,270,22.759109312,37562.0,0.5644,0.05,0.121
822100,Universal Technical Institute of Arizona Inc,Avondale,AZ,33.453005,-112.288123,0.0,5010,22.803220433,,,0.128,0.148
945915,Empire Beauty School-NW Phoenix,Phoenix,AZ,33.538093,-112.118168,0.0,1087,26.165320409,,,0.188,0.152
107900,Yavapai College,Prescott,AZ,34.547495,-112.453395,0.0,1394,27.900881982,11961.0,,0.122,0.224
110100,University of Arkansas at Little Rock,Little Rock,AR,34.723254,-92.339778,0.0,1990,25.515523089,21301.0,0.7933,0.084,0.085
110900,University of Arkansas for Medical Sciences,Little Rock,AR,34.749048,-92.320046,0.0,268,28.42,,,0.022,0.017
108700,Arkansas Baptist College,Little Rock,AR,34.734751,-92.290555,0.0,626,21.672,22502.0,,0.274,0.356
3005100,Arkansas Beauty School-Little Rock,Little Rock,AR,34.672171,-92.343366,0.0,63,28.243093923,,,0.025,0.064
3997300,Arkansas Beauty College,Russellville,AR,35.27902,-93.135369,0.0,27,25.363636364,,,0.111,0.093
108800,Lyon College,Batesville,AR,35.777619,-91.625354,0.0,247,19.920110193,38173.0,0.4986,0.052,0.114
3023400,Arkansas College of Barbering and Hair Design,North Little Rock,AR,34.753843,-92.266429,0.0,147,28.011235955,,,0.03,0.208
2363500,Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,35.379955,-94.410967,0.0,81,25.572289157,,,0.157,0.107
110800,University of Arkansas,Fayetteville,AR,36.070009,-94.176981,0.0,3820,21.283907238,22750.0,0.7747,0.049,0.049
108600,University of Arkansas at Pine Bluff,Pine Bluff,AR,34.244031,-92.018683,0.0,703,21.153024911,17689.0,0.4435,0.213,0.173
109100,Arkansas State University-Beebe,Beebe,AR,35.074176,-91.895351,0.0,905,23.775151182,12491.0,,0.127,0.08
109000,Arkansas State University-Main Campus,Jonesboro,AR,35.842388,-90.679988,0.0,2663,23.319087044,21375.0,0.7721,0.112,0.059
108900,Arkansas Tech University,Russellville,AR,35.293237,-93.13562,0.0,2573,23.041621268,18627.0,0.9024,0.14,0.091
108500,University of Arkansas at Monticello,Monticello,AR,33.590909,-91.811153,0.0,1036,23.630971129,17653.0,,0.181,0.144
2538500,Arthur's Beauty College Inc-Jacksonville,Jacksonville,AR,34.891572,-92.102579,0.0,108,26.154589372,,,0.09,0.077
3105200,Baptist Health College Little Rock,Little Rock,AR,34.713115,-92.40692,0.0,293,26.0512,24473.0,0.6667,0.021,0.043
2052200,Black River Technical College,Pocahontas,AR,36.239793,-90.951033,0.0,518,24.774054054,12045.0,,0.231,0.116
109200,University of Central Arkansas,Conway,AR,35.077945,-92.457672,0.0,2402,21.152542373,21350.0,0.911,0.067,0.075
109300,Central Baptist College,Conway,AR,35.083838,-92.445021,0.0,232,24.791962175,25303.0,0.6074,0.089,0.098
2220900,Cossatot Community College of the University of Arkansas,De Queen,AR,34.043389,-94.3673,0.0,327,23.242085661,10512.0,,0.0,
109500,Crowley's Ridge College,Paragould,AR,36.064845,-90.584395,0.0,74,20.22875817,20912.0,,0.188,0.159
704400,Crowley's Ridge Technical Institute,Forrest City,AR,35.039816,-90.767321,0.0,,25.773333333,9219.0,,0.0,
1226000,East Arkansas Community College,Forrest City,AR,35.041655,-90.767726,0.0,343,22.305882353,10598.0,,0.197,0.095
2272400,Eastern College of Health Vocations-Little Rock,Little Rock,AR,34.75128,-92.341891,0.0,561,26.408450704,,,0.122,0.198
3124900,Imagine-Paul Mitchell Partner School,North Little Rock,AR,34.789913,-92.222202,0.0,264,24.19614711,,,0.129,0.176
1210500,National Park College,Hot Springs,AR,34.512687,-93.119248,0.0,769,25.581173261,13072.0,,0.233,0.127
2073500,University of Arkansas Community College-Batesville,Batesville,AR,35.792923,-91.615852,0.0,366,24.262376238,12896.0,,0.214,0.093
109700,Harding University,Searcy,AR,35.247386,-91.726143,0.0,945,20.986959506,29827.0,0.7462,0.029,0.038
109800,Henderson State University,Arkadelphia,AR,34.128155,-93.059703,0.0,984,21.535365152,20429.0,0.9055,0.117,0.073
109900,Hendrix College,Conway,AR,35.101565,-92.443256,0.0,222,19.430555556,59901.0,0.7217,0.05,0.034
3007100,Hot Springs Beauty College,Hot Springs,AR,34.496057,-93.037277,0.0,29,25.543859649,,,0.153,0.064
2330800,Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,34.187831,-92.018045,0.0,38,26.069767442,,,0.086,0.066
110000,John Brown University,Siloam Springs,AR,36.189812,-94.560283,0.0,433,24.157142857,38834.0,0.7715,0.04,0.038
2341700,Career Academy of Hair Design,Springdale,AR,36.167605,-94.12947,0.0,141,25.755617978,,,0.077,0.316
1074100,Academy of Salon and Spa,Fort Smith,AR,35.38097,-94.41616,0.0,63,26.572649573,,,0.076,0.121
2348200,Arkansas State University Mid-South,West Memphis,AR,35.145736,-90.22285,0.0,403,24.965789474,14384.0,,0.0,
1286000,Arkansas Northeastern College,Blytheville,AR,35.898597,-89.921005,0.0,355,23.821543408,10480.0,,0.176,0.119
2284200,New Tyler Barber College Inc,North Little Rock,AR,34.760085,-92.254171,0.0,46,27.907692308,,,0.117,0.17
1226100,North Arkansas College,Harrison,AR,36.219909,-93.08844,0.0,615,24.772727273,10089.0,,0.17,0.13
2073700,Northwest Technical Institute,Springdale,AR,36.178032,-94.115346,0.0,148,26.194915254,8201.0,,0.0,
110200,Ouachita Baptist University,Arkadelphia,AR,34.126093,-93.052471,0.0,324,19.762951334,37349.0,0.636,0.055,0.073
997600,Arkansas State University Three Rivers,Malvern,AR,34.378745,-92.821416,0.0,357,27.437699681,12338.0,,0.134,0.105
2087000,Ozarka College,Melbourne,AR,36.053031,-91.896355,0.0,356,26.5,12416.0,,0.214,0.115
109400,University of the Ozarks,Clarksville,AR,35.476278,-93.467221,0.0,150,20.134831461,35136.0,0.5232,0.112,0.15
524500,University of Arkansas Community College-Morrilton,Morrilton,AR,35.172136,-92.728507,0.0,691,24.364112639,10389.0,0.7415,0.085,0.155
110300,Philander Smith College,Little Rock,AR,34.737131,-92.283015,0.0,178,21.860791826,25290.0,,0.141,0.239
110400,Phillips Community College of the University of Arkansas,Helena,AR,34.546155,-90.616884,0.0,303,22.593645485,10501.0,,0.151,0.175
570700,Southeast Arkansas College,Pine Bluff,AR,34.210309,-92.025936,0.0,492,24.995343423,12149.0,,0.185,0.195
2202400,Professional Cosmetology Education Center,El Dorado,AR,33.216032,-92.664101,0.0,29,25.25,,,0.083,0.147
2075300,University of Arkansas-Pulaski Technical College,North Little Rock,AR,34.782783,-92.299184,0.0,2447,26.096682733,16796.0,,0.167,0.113
573200,University of Arkansas Hope-Texarkana,Hope,AR,33.641665,-93.596762,0.0,374,24.32867884,13574.0,,0.209,0.125
2111100,University of Arkansas Community College Rich Mountain,Mena,AR,34.591449,-94.219799,0.0,205,24.113861386,11854.0,,0.0,
792100,Paul Mitchell the School-Arkansas,Fayetteville,AR,36.126373,-94.153892,0.0,69,23.47133758,,,0.186,0.13
2569600,Searcy Beauty College,Searcy,AR,35.239148,-91.735135,0.0,49,26.698113208,,,0.062,0.083
110500,Shorter College,N Little Rock,AR,34.75933,-92.261331,0.0,195,33.14017341,21618.0,,0.0,0.238
110600,Williams Baptist University,Walnut Ridge,AR,36.125676,-90.940277,0.0,189,20.942307692,28424.0,0.5639,0.076,0.095
2074600,South Arkansas Community College,El Dorado,AR,33.209446,-92.666087,0.0,527,26.326585695,12743.0,,0.154,0.216
110700,Southern Arkansas University Main Campus,Magnolia,AR,33.291618,-93.235922,0.0,860,21.33203125,22116.0,0.6878,0.126,0.159
773800,Southern Arkansas University Tech,Camden,AR,33.628367,-92.721629,0.0,312,24.719512195,18368.0,,0.229,0.205
3214300,Velvatex College of Beauty Culture,Little Rock,AR,34.735685,-92.289597,0.0,19,30.545454545,,,,
111000,University of Arkansas-Fort Smith,Fort Smith,AR,35.384184,-94.373729,0.0,1606,22.930601698,16434.0,,0.197,0.164
753100,Academy of Art University,San Francisco,CA,37.787943,-122.400578,0.0,2227,25.72972973,39735.0,,0.109,0.058
3288300,Academy of Chinese Culture and Health Sciences,Oakland,CA,37.805972,-122.269839,0.0,PrivacySuppressed,,,,0.04,0.0
2342400,The Academy of Radio and TV Broadcasting,Huntington Beach,CA,33.729535,-117.987762,0.0,59,32.282051282,,,0.12,0.311
2258600,Avalon School of Cosmetology-Alameda,Alameda,CA,37.764203,-122.243566,0.0,111,25.547085202,,,0.096,0.244
672000,College of Alameda,Alameda,CA,37.781017,-122.279303,0.0,835,25.933333333,13680.0,,0.156,0.074
111100,Allan Hancock College,Santa Maria,CA,34.943716,-120.421144,0.0,1909,23.228946409,10784.0,,0.218,0.131
746501,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,34.095378,-118.343701,0.0,235,20.658730159,50100.0,0.7892,0.084,0.099
112000,American Baptist Seminary of the West,Berkeley,CA,37.865252,-122.256149,0.0,PrivacySuppressed,PrivacySuppressed,,,0.111,0.047
2222000,American Film Institute Conservatory,Los Angeles,CA,34.10767,-118.310018,0.0,PrivacySuppressed,PrivacySuppressed,,,0.014,0.017
1307400,American Beauty College,West Covina,CA,34.069367,-117.936959,0.0,53,25.150684932,,,0.0,0.057
2241800,American Career College-Los Angeles,Los Angeles,CA,34.079323,-118.292481,0.0,2663,25.554420152,,,0.039,0.036
2099200,American Conservatory Theater,San Francisco,CA,37.787343,-122.40475,0.0,PrivacySuppressed,PrivacySuppressed,49581.0,,0.023,0.035
123200,American River College,Sacramento,CA,38.65085,-121.349672,0.0,4525,26.977786753,11961.0,,0.186,0.173
111300,Antelope Valley College,Lancaster,CA,34.676207,-118.186166,0.0,3783,24.98190709,13084.0,,0.193,0.216
111600,Art Center College of Design,Pasadena,CA,34.169031,-118.185102,0.0,348,22.846570397,64097.0,0.6765,0.051,0.048
902200,Associated Technical College-Los Angeles,Los Angeles,CA,34.056102,-118.272364,0.0,381,30.540242558,,,0.049,0.169
2553500,Associated Technical College-San Diego,San Diego,CA,32.715375,-117.157988,0.0,165,32.641975309,,,0.084,0.274
111700,Azusa Pacific University,Azusa,CA,34.130047,-117.888375,0.0,2146,26.05728789,51578.0,0.6851,0.037,0.03
111800,Bakersfield College,Bakersfield,CA,35.40911,-118.973753,0.0,4377,23.196973425,12467.0,,0.195,0.151
111900,Barstow Community College,Barstow,CA,34.870285,-117.023412,0.0,1143,26.909275215,16152.0,,0.0,
705000,Bellus Academy-Chula Vista,Chula Vista,CA,32.614773,-117.083738,0.0,121,25.66984127,,,0.067,0.072
3266300,Bethesda University,Anaheim,CA,33.842295,-117.941323,0.0,82,26.635416667,17255.0,,0.071,0.081
112200,Biola University,La Mirada,CA,33.906203,-118.014374,0.0,961,20.36529372,53611.0,0.7347,0.016,0.02
2543400,Brownson Technical School,Anaheim,CA,33.819032,-117.905774,0.0,151,29.575757576,,,0.025,0.026
716400,Bryan University,Tempe,AZ,33.437779,-111.944197,0.0,1141,33.258112094,23758.0,,0.027,0.124
807300,Butte College,Oroville,CA,39.649782,-121.644831,0.0,2881,23.837253655,11336.0,,0.183,0.179
1215400,California Institute of Integral Studies,San Francisco,CA,37.774924,-122.416102,0.0,60,34.164705882,,,0.043,0.034
112400,Cabrillo College,Aptos,CA,36.989448,-121.924797,0.0,1628,23.977326036,14848.0,,0.107,0.177
112500,California Baptist University,Riverside,CA,33.929321,-117.425619,0.0,2141,24.09567021,44746.0,0.7955,0.044,0.045
112700,California College of the Arts,San Francisco,CA,37.767485,-122.399451,0.0,269,21.543243243,64030.0,0.8818,0.043,0.029
394700,University of California-Hastings College of Law,San Francisco,CA,37.781137,-122.4157,0.0,PrivacySuppressed,PrivacySuppressed,,,0.009,0.01
113100,California Institute of Technology,Pasadena,CA,34.137349,-118.125878,0.0,66,19.347826087,68901.0,0.0662,0.0,0.0
113300,California Lutheran University,Thousand Oaks,CA,34.224566,-118.878924,0.0,714,22.313108614,56491.0,0.7147,0.023,0.03
114300,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,35.299513,-120.657311,0.0,2706,20.141066545,27073.0,0.3017,0.02,0.009
1111700,Alliant International University-San Diego,San Diego,CA,32.897056,-117.094398,0.0,70,30.993670886,34892.0,1.0,0.016,0.03
799300,California State University-Bakersfield,Bakersfield,CA,35.350005,-119.104711,0.0,2329,23.174311927,16714.0,0.2302,0.066,0.067
115700,California State University-Stanislaus,Turlock,CA,37.52577,-120.852511,0.0,2184,23.210428737,16442.0,0.8582,0.034,0.044
114200,California State University-San Bernardino,San Bernardino,CA,34.182622,-117.323801,0.0,4318,22.733373713,18522.0,0.5483,0.063,0.057
114400,California State Polytechnic University-Pomona,Pomona,CA,34.057912,-117.821476,0.0,4861,22.382135827,21302.0,0.5515,0.028,0.029
114600,California State University-Chico,Chico,CA,39.729712,-121.844859,0.0,3642,22.35678392,23508.0,0.6526,0.061,0.051
114100,California State University-Dominguez Hills,Carson,CA,33.864766,-118.255917,0.0,3567,25.305068383,14469.0,0.6394,0.088,0.057
114700,California State University-Fresno,Fresno,CA,36.811154,-119.744569,0.0,5111,22.340420892,16915.0,0.5753,0.05,0.05
113700,California State University-Fullerton,Fullerton,CA,33.881506,-117.885446,0.0,7334,22.855964516,17645.0,0.4341,0.041,0.026
113800,California State University-East Bay,Hayward,CA,37.657694,-122.054135,0.0,3274,24.616321762,21371.0,0.716,0.036,0.054
113900,California State University-Long Beach,Long Beach,CA,33.782818,-118.11204,0.0,7144,22.631205088,18306.0,0.3121,0.043,0.023
114000,California State University-Los Angeles,Los Angeles,CA,34.066927,-118.168965,0.0,6324,23.049723757,14823.0,0.4152,0.054,0.043
115300,California State University-Northridge,Northridge,CA,34.240126,-118.529319,0.0,8926,22.681205723,18870.0,0.5063,0.056,0.037
115000,California State University-Sacramento,Sacramento,CA,38.559415,-121.423549,0.0,6914,23.194871795,19807.0,0.6386,0.055,0.047
131200,University of California-Berkeley,Berkeley,CA,37.871918,-122.260463,0.0,4141,21.506537388,36739.0,0.1484,0.028,0.02
131300,University of California-Davis,Davis,CA,38.539667,-121.749567,0.0,5404,21.202801724,35252.0,0.4107,0.03,0.016
131400,University of California-Irvine,Irvine,CA,33.648434,-117.841248,0.0,4887,20.456399515,32985.0,0.2876,0.023,0.017
131500,University of California-Los Angeles,Los Angeles,CA,34.068892,-118.443901,0.0,5087,21.083592708,33654.0,0.1404,0.015,0.013
131600,University of California-Riverside,Riverside,CA,33.97246,-117.32741,0.0,4268,20.26240301,32843.0,0.5057,0.046,0.028
